,mean_P_Normal,mean_P_Short-Circuit,mean_P_Degradation,mean_P_Open-Circuit,mean_P_Shadowing,pred_class,binary_screened_non_normal,ensemble_anomalous_score_uncalibrated,fold1_pred,fold2_pred,fold3_pred,fold4_pred,fold5_pred
2023-02-02 08:15:00+08:00,0.8875494068152688,5.040724875223896e-11,2.2280932674669544e-09,2.5653938826113982e-08,0.11245056525229187,Normal,0,0.11245059318473116,Normal,Normal,Normal,Normal,Normal
2023-02-02 08:30:00+08:00,0.06145028708031669,1.0895049808571943e-07,1.364317591282485e-07,5.175786631281257e-10,0.9385494670198474,Shadowing,1,0.9385497129196834,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 08:45:00+08:00,0.22015948353069148,4.885732030819803e-08,6.3996176811236e-08,1.6858064989846512e-09,0.7798404019300049,Shadowing,1,0.7798405164693085,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 09:00:00+08:00,6.983685434495473e-05,1.0397662812910133e-05,2.5542681916736996e-08,1.7714220752059877e-13,0.9999197399399831,Shadowing,1,0.9999301631456551,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 09:15:00+08:00,0.1980997844892351,5.887943629802878e-08,7.648155056687405e-08,1.2400307586001018e-09,0.8019000789097473,Shadowing,1,0.8019002155107648,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 09:30:00+08:00,0.3673567519058202,1.177619059817733e-08,1.7914784555626094e-08,1.932690105421811e-08,0.6326431990763035,Shadowing,1,0.6326432480941798,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 09:45:00+08:00,0.8868814016486073,1.7886132899887033e-10,2.3215351335434902e-09,2.7332197306216164e-08,0.1131185685187988,Normal,0,0.11311859835139271,Normal,Normal,Normal,Normal,Normal
2023-02-02 10:00:00+08:00,0.8762974052256609,1.650575079532255e-10,1.987431691282482e-09,4.166270720872663e-08,0.12370255095914255,Normal,0,0.12370259477433909,Normal,Normal,Normal,Normal,Normal
2023-02-02 10:15:00+08:00,0.8903247772534033,1.815627405121844e-11,1.2265361000228527e-09,3.797359190312035e-08,0.10967518352831233,Normal,0,0.10967522274659669,Normal,Normal,Normal,Normal,Normal
2023-02-02 10:30:00+08:00,0.8855214017706828,1.7302880595462384e-11,1.4691576129573136e-09,2.8297228183888466e-08,0.11447856844562847,Normal,0,0.11447859822931716,Normal,Normal,Normal,Normal,Normal
2023-02-02 10:45:00+08:00,0.8565178981418633,2.6514570600442366e-10,3.2466442290914847e-09,2.3941259842665578e-08,0.14348207440508692,Normal,0,0.1434821018581367,Normal,Normal,Normal,Normal,Normal
2023-02-02 11:00:00+08:00,0.840005294421686,3.1158327756296904e-11,2.7410161184997522e-09,2.28317583562944e-08,0.15999467997438133,Normal,0,0.15999470557831397,Normal,Normal,Normal,Normal,Normal
2023-02-02 11:15:00+08:00,0.8000247553079246,1.7318544822759542e-10,5.650523253005218e-09,2.0141685402846453e-08,0.19997521872668136,Normal,0,0.1999752446920754,Normal,Normal,Normal,Normal,Shadowing
2023-02-02 11:30:00+08:00,0.5501830728924655,4.808919500632294e-09,1.3386342033117196e-08,1.1069351604537672e-08,0.44981689784292145,Normal,0,0.4498169271075345,Normal,Normal,Normal,Shadowing,Shadowing
2023-02-02 11:45:00+08:00,0.350349364577004,1.67131136370178e-08,3.3431898017087e-08,2.283433438055165e-09,0.6496505829945509,Shadowing,1,0.6496506354229961,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 12:00:00+08:00,0.0021827771957965173,7.83549974675279e-07,9.695852032010593e-08,3.079482463053751e-11,0.9978163422649136,Shadowing,1,0.9978172228042035,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 12:15:00+08:00,0.011800155973687993,3.828982734492018e-07,1.417058409176126e-07,8.974488683669981e-11,0.9881993193324528,Shadowing,1,0.988199844026312,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 12:30:00+08:00,7.436160133555926e-05,1.0479857917814707e-05,3.2452708760359407e-08,3.1441251903118583e-14,0.9999151260880066,Shadowing,1,0.9999256383986644,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 12:45:00+08:00,2.3357819303747757e-08,1.6309601386922408e-06,5.676426585699004e-12,4.585017243355548e-22,0.9999983456763657,Shadowing,1,0.9999999766421807,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 13:00:00+08:00,4.568654769904985e-05,9.769689890957906e-06,2.441013776612843e-08,4.447428886149773e-15,0.9999445193522678,Shadowing,1,0.9999543134523009,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 13:15:00+08:00,7.516365106285966e-07,4.314150465718272e-06,3.6897140757537847e-10,3.2968273287567234e-19,0.9999949338440522,Shadowing,1,0.9999992483634894,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 13:30:00+08:00,7.63923131780096e-09,1.2240363636282856e-06,1.3349089461763837e-12,2.8388444177595054e-22,0.9999987683230701,Shadowing,1,0.9999999923607686,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 13:45:00+08:00,3.1878990866822595e-08,1.936313193712253e-06,7.118253140647592e-12,2.7133606629190654e-21,0.9999980318006972,Shadowing,1,0.9999999681210091,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 14:00:00+08:00,5.462327916554547e-10,8.212532662158633e-10,1.2577232568783721e-14,4.328191843432839e-25,0.9999999986325013,Shadowing,1,0.9999999994537672,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 14:15:00+08:00,2.812878022196356e-06,4.4195478470901855e-06,6.320674221303375e-10,1.1097183221623665e-17,0.9999927669420632,Shadowing,1,0.9999971871219778,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 14:30:00+08:00,1.9751398461968385e-08,1.5966673404590457e-06,1.1010752295130377e-11,8.014775493208483e-21,0.9999983835702503,Shadowing,1,0.9999999802486015,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 14:45:00+08:00,0.002126204367040302,1.0440154898701532e-09,1.7410236829524625e-08,5.635060156311124e-13,0.997873777178144,Shadowing,1,0.9978737956329597,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 15:00:00+08:00,0.010853324266653216,1.3956688805545907e-08,6.218030983712417e-09,8.042149700543727e-09,0.9891466475164773,Shadowing,1,0.9891466757333468,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 15:15:00+08:00,0.09320525920695469,1.997464111638732e-09,4.9758408263624876e-08,1.8760573395882392e-08,0.9067946702765994,Shadowing,1,0.9067947407930453,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 15:30:00+08:00,0.09904007490139123,2.4221465087510365e-10,4.956791788603045e-08,7.742303962176566e-09,0.9009598675461723,Shadowing,1,0.9009599250986088,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 15:45:00+08:00,0.05599790512286139,9.161892641847196e-12,3.452530812938798e-08,6.192399968557208e-10,0.9440020597234285,Shadowing,1,0.9440020948771386,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 16:00:00+08:00,0.0006962558255540088,2.3670872967604126e-06,1.0329085596605477e-07,3.654686796737514e-13,0.9993012737959278,Shadowing,1,0.999303744174446,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 16:15:00+08:00,6.074782994052551e-05,1.1347428574935952e-05,2.8818248580218806e-08,1.679182518150128e-14,0.9999278759232192,Shadowing,1,0.9999392521700595,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 16:30:00+08:00,0.005745147277355123,4.4032635273773465e-07,1.1445990424277886e-07,7.338177109743061e-11,0.994254297863006,Shadowing,1,0.9942548527226449,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 16:45:00+08:00,0.00012560308685883567,3.266448172551074e-06,2.714051642880428e-08,3.5101987884200626e-12,0.9998711033209421,Shadowing,1,0.9998743969131412,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 17:00:00+08:00,0.03813216501499636,1.3837368651064516e-07,1.3666557962343173e-07,3.722680036033829e-10,0.9618675595734695,Shadowing,1,0.9618678349850036,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-02 17:15:00+08:00,0.5208312517566541,5.964738296407662e-09,1.1095063894642455e-08,2.175752196637712e-08,0.4791687094260217,Normal,0,0.4791687482433459,Normal,Shadowing,Shadowing,Normal,Shadowing
2023-02-02 17:30:00+08:00,0.8579860886973989,1.5273053774044493e-10,1.6365094787042033e-09,7.650928928924316e-08,0.14201383300407175,Normal,0,0.1420139113026011,Normal,Normal,Normal,Normal,Normal
2023-02-03 07:45:00+08:00,0.8971368784026273,4.7999911899991715e-11,1.3093659047926157e-09,6.432726193091451e-08,0.10286305591274496,Normal,0,0.10286312159737265,Normal,Normal,Normal,Normal,Normal
2023-02-03 08:00:00+08:00,0.20705819029622008,1.6703222149429568e-08,2.742109631884516e-08,3.3504544599517904e-08,0.7929417320749168,Shadowing,1,0.7929418097037799,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 08:15:00+08:00,0.23619249976051354,1.8007700317043964e-08,3.057800324294511e-08,2.0378091308923743e-08,0.7638074312756916,Shadowing,1,0.7638075002394864,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 08:30:00+08:00,0.49051719081852935,6.803428546385871e-09,1.1523592049263276e-08,2.4327156091932532e-08,0.509482766527294,Shadowing,1,0.5094828091814707,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 08:45:00+08:00,0.022290116324593386,9.891813803803076e-08,1.108944317890033e-07,7.070805376968234e-10,0.9777096731557562,Shadowing,1,0.9777098836754066,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 09:00:00+08:00,0.00016970306836141944,2.0940963253782346e-06,2.830611662876418e-08,6.817918778547677e-12,0.9998281745223785,Shadowing,1,0.9998302969316386,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 09:15:00+08:00,0.00011103843900008055,4.133061842808627e-06,2.6554279567359636e-08,2.487015705808244e-12,0.9998848019423905,Shadowing,1,0.9998889615609999,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 09:30:00+08:00,3.1857581999869045e-07,4.979705783818917e-06,1.436754875170384e-10,5.227426031343052e-20,0.9999947015747207,Shadowing,1,0.99999968142418,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 09:45:00+08:00,3.9969101040994925e-06,9.3025516512798e-06,2.0844238269642923e-09,1.4416203875076024e-17,0.9999866984538208,Shadowing,1,0.9999960030898959,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 10:00:00+08:00,3.505627302901491e-05,8.934274774532938e-06,1.9304036650080688e-08,2.2759378899326747e-15,0.9999559901481575,Shadowing,1,0.999964943726971,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 10:15:00+08:00,2.5089123091683632e-05,1.1242185281716517e-05,1.381858631974267e-08,2.929873551557039e-15,0.9999636548730374,Shadowing,1,0.9999749108769083,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 10:30:00+08:00,9.568548128165696e-05,1.4303034993492164e-07,6.458880748030483e-09,1.728427725652703e-14,0.9999041650294703,Shadowing,1,0.9999043145187183,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 10:45:00+08:00,0.004855732432179316,3.11884833751704e-11,3.1132427268031046e-10,3.8791418006935627e-19,0.9951442672253078,Shadowing,1,0.9951442675678207,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 11:00:00+08:00,1.0831661307285091e-05,8.519844892751926e-06,2.435101499393968e-09,6.244471874860973e-18,0.9999806460586985,Shadowing,1,0.9999891683386927,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 11:15:00+08:00,0.3885763451476492,2.9741786175239376e-15,1.364353850110759e-10,1.627305715559702e-20,0.6114236547159125,Shadowing,1,0.6114236548523508,Shadowing,Shadowing,Shadowing,Normal,Normal
2023-02-03 11:30:00+08:00,1.2511579147076051e-05,8.724608267260294e-06,2.7943722963126878e-09,1.4667218280681418e-17,0.9999787610182134,Shadowing,1,0.9999874884208529,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 11:45:00+08:00,1.4571997785797505e-06,4.535710208924591e-07,6.872345504101595e-10,6.398635034383075e-19,0.9999980885419658,Shadowing,1,0.9999985428002214,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 12:00:00+08:00,1.1473209364594916e-07,2.9891117979030237e-06,4.21109838876568e-11,5.342065776894943e-20,0.9999968961139976,Shadowing,1,0.9999998852679064,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 12:15:00+08:00,7.487741687058964e-05,2.632669455519387e-06,2.5338794021580282e-08,1.026256538017821e-14,0.9999224645748696,Shadowing,1,0.9999251225831294,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 12:30:00+08:00,0.01815499468199855,2.9379583798915987e-07,2.0517305065093516e-07,2.326570361070662e-12,0.9818445063467862,Shadowing,1,0.9818450053180015,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 12:45:00+08:00,1.733377933482302e-06,6.3441804241140635e-06,5.950984343467677e-10,2.3535035869131582e-18,0.999991921846544,Shadowing,1,0.9999982666220665,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 13:00:00+08:00,1.2357013550071563e-09,7.229327878378594e-07,2.809852134836704e-13,3.8379423524678216e-23,0.9999992758312297,Shadowing,1,0.9999999987642987,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 13:15:00+08:00,7.082681384306432e-08,2.3214680691567073e-06,2.0429213188446683e-11,3.817703497152869e-21,0.9999976076846877,Shadowing,1,0.9999999291731861,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 13:30:00+08:00,1.7618652389015854e-08,1.414039372031242e-06,4.105003001707405e-12,1.2785847949758067e-22,0.9999985683378707,Shadowing,1,0.9999999823813476,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 13:45:00+08:00,4.801464579264653e-06,8.613401963081778e-06,2.8684881670395415e-09,2.265590879931534e-17,0.9999865822649696,Shadowing,1,0.9999951985354207,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 14:00:00+08:00,1.8440213110849912e-06,8.000761878815353e-06,9.60332917615237e-10,1.7918154222513696e-18,0.9999901542564771,Shadowing,1,0.9999981559786889,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 14:15:00+08:00,1.9443827553044967e-06,8.115155048779897e-06,1.1182984548512922e-09,2.1988449032300104e-18,0.9999899393438975,Shadowing,1,0.9999980556172446,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 14:30:00+08:00,5.198752589617182e-06,9.189222295307819e-06,2.778011395946508e-09,2.402490545795681e-17,0.9999856092471037,Shadowing,1,0.9999948012474104,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 14:45:00+08:00,6.43822249074146e-06,9.735207602208557e-06,3.552888157510704e-09,5.1193303734128707e-17,0.9999838230170187,Shadowing,1,0.9999935617775093,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 15:00:00+08:00,8.890628286010472e-06,1.1334455867062442e-05,4.530296867517216e-09,7.102537007069105e-16,0.9999797703855494,Shadowing,1,0.999991109371714,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 15:15:00+08:00,4.616320017203473e-07,4.474697841783553e-06,1.079935984666297e-10,1.0134234890774853e-18,0.9999950635621628,Shadowing,1,0.9999995383679983,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 15:30:00+08:00,0.0007567115421665087,1.7276229428282947e-06,8.383658499785762e-08,7.731388162579009e-12,0.9992414769905743,Shadowing,1,0.9992432884578335,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 15:45:00+08:00,0.0008289103055123478,1.3961631472385595e-06,7.908365397193997e-08,1.2877887252629709e-11,0.9991696144348085,Shadowing,1,0.9991710896944876,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 16:00:00+08:00,0.006070717845816932,4.776470913893327e-07,1.2121448665181248e-07,6.468810147893774e-11,0.9939286832279169,Shadowing,1,0.9939292821541831,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 16:15:00+08:00,0.37758178664218256,1.2736365858863989e-08,2.1457510828676385e-08,9.22972825973372e-09,0.6224181699342125,Shadowing,1,0.6224182133578174,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-03 16:30:00+08:00,0.8008929657309748,9.594272678949042e-10,4.256358173141187e-09,2.6713795129476935e-08,0.1991070023394447,Normal,0,0.1991070342690252,Normal,Normal,Normal,Normal,Normal
2023-02-03 16:45:00+08:00,0.8989934185245847,1.2636719230232777e-10,2.125941409197372e-09,2.750103053912317e-08,0.10100655172207611,Normal,0,0.1010065814754153,Normal,Normal,Normal,Normal,Normal
2023-02-03 17:00:00+08:00,0.758781246176589,1.3856809265336396e-09,4.319899969328888e-09,3.105162140819477e-08,0.2412187170662087,Normal,0,0.24121875382341096,Normal,Normal,Normal,Normal,Normal
2023-02-03 17:15:00+08:00,0.8990423844983727,6.624073336647432e-11,1.524002909339225e-09,4.8289183670892504e-08,0.10095756562220001,Normal,0,0.1009576155016273,Normal,Normal,Normal,Normal,Normal
2023-02-03 17:30:00+08:00,0.9827789225500437,1.6367919059655873e-11,3.5593049356403396e-10,6.653322635632532e-08,0.0172210105444315,Normal,0,0.017221077449956268,Normal,Normal,Normal,Normal,Normal
2023-02-04 07:45:00+08:00,0.9201330084550884,1.9295445259390945e-10,1.2615871703962114e-09,8.62441705903458e-08,0.07986690384619942,Normal,0,0.07986699154491161,Normal,Normal,Normal,Normal,Normal
2023-02-04 08:00:00+08:00,0.6330520853472215,2.5723511352048268e-09,4.231652453848116e-09,1.0690195475444591e-07,0.3669478009468202,Normal,0,0.36694791465277854,Normal,Shadowing,Shadowing,Normal,Normal
2023-02-04 08:15:00+08:00,0.8931989326032278,4.89090140515098e-11,1.0266362822135046e-09,9.729906474375651e-08,0.10680096902216214,Normal,0,0.1068010673967722,Normal,Normal,Normal,Normal,Normal
2023-02-04 08:30:00+08:00,0.9139308902170992,3.7065215596965486e-11,1.6863830690758889e-09,2.816456150697246e-08,0.08606907989489092,Normal,0,0.08606910978290083,Normal,Normal,Normal,Normal,Normal
2023-02-04 08:45:00+08:00,0.7787054286121274,9.66831860899826e-10,3.3535281445480848e-09,3.8538901864483596e-08,0.2212945285286107,Normal,0,0.22129457138787256,Normal,Shadowing,Normal,Normal,Normal
2023-02-04 09:00:00+08:00,0.7075999255697797,2.0687202220326946e-09,5.2642658632550014e-09,3.2541655134470425e-08,0.29240003455557906,Normal,0,0.2924000744302203,Normal,Shadowing,Normal,Normal,Normal
2023-02-04 09:15:00+08:00,0.3506768664631462,1.0732419498812166e-08,1.565033693758039e-08,3.216468706095801e-08,0.6493230749894103,Shadowing,1,0.6493231335368538,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 09:30:00+08:00,0.7060675811448734,2.1929789552106986e-09,6.989654340199731e-09,2.1433587115188215e-08,0.2939323882389061,Normal,0,0.29393241885512655,Normal,Normal,Normal,Normal,Shadowing
2023-02-04 09:45:00+08:00,0.6731247768769678,2.7715972564629976e-09,7.401912542269294e-09,2.368331588541058e-08,0.32687518926620646,Normal,0,0.3268752231230322,Normal,Normal,Normal,Normal,Normal
2023-02-04 10:00:00+08:00,0.7474418325826585,1.433668098903458e-09,6.852074823469486e-09,2.0761770401713158e-08,0.2525581383698282,Normal,0,0.2525581674173415,Normal,Normal,Normal,Normal,Shadowing
2023-02-04 10:15:00+08:00,0.000769248075032943,9.656002153697646e-07,5.865014658561264e-08,2.2872117802684468e-11,0.999229727651733,Shadowing,1,0.999230751924967,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 10:30:00+08:00,0.10099571520472798,8.094641631270125e-08,1.2134337089469152e-07,8.323206284759646e-10,0.8990040816731643,Shadowing,1,0.8990042847952721,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 10:45:00+08:00,0.054934818491294425,9.581874631745156e-08,1.2750743818122535e-07,6.309426576193817e-10,0.9450649575515785,Shadowing,1,0.9450651815087056,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 11:00:00+08:00,0.00015449718670223591,3.4714731645446686e-06,3.526936542359873e-08,3.299448852305249e-12,0.9998419960674683,Shadowing,1,0.9998455028132978,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 11:15:00+08:00,0.16570150135198092,4.9302957926737296e-08,8.263373892343756e-08,1.919459836035575e-09,0.8342983647918624,Shadowing,1,0.8342984986480191,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 11:30:00+08:00,0.04818390951059122,8.779928517613389e-08,1.2000113431816744e-07,7.368912938371611e-10,0.9518158819520981,Shadowing,1,0.9518160904894087,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 11:45:00+08:00,0.1547225347947466,3.6057151559856215e-08,7.61081370339928e-08,5.49744259546799e-09,0.8452773475425224,Shadowing,1,0.8452774652052534,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 12:00:00+08:00,0.2105854947903197,4.2068536939868673e-08,6.226335040179891e-08,2.380316887804003e-09,0.7894143984974761,Shadowing,1,0.7894145052096803,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 12:15:00+08:00,0.1071456937058957,5.500255742023803e-08,1.0271071623494674e-07,1.6487584295346487e-09,0.8928541469320722,Shadowing,1,0.8928543062941043,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 12:30:00+08:00,0.8460044748653811,4.763548691382777e-10,3.3313968217893354e-09,2.662494745734533e-08,0.1539954947019197,Normal,0,0.1539955251346189,Normal,Normal,Normal,Normal,Normal
2023-02-04 12:45:00+08:00,0.5056411712538393,5.79921405542529e-09,9.492000519510388e-09,3.451297675575246e-08,0.49435877894196933,Normal,0,0.49435882874616066,Normal,Shadowing,Shadowing,Normal,Normal
2023-02-04 13:00:00+08:00,0.4409731260565078,9.286384424639038e-09,1.7093328261523462e-08,1.1233631530107594e-08,0.5590268363301479,Shadowing,1,0.5590268739434923,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 13:15:00+08:00,0.005110537612458458,6.456803177002255e-07,1.3004059942512305e-07,3.957676292069718e-11,0.9948886866270475,Shadowing,1,0.9948894623875415,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 13:30:00+08:00,0.004548036548380506,4.088152864469658e-07,1.0104530269041646e-07,8.074283330412448e-11,0.9954514535102875,Shadowing,1,0.9954519634516195,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 13:45:00+08:00,0.27656194915364624,2.6914137340964625e-08,4.083465625582373e-08,4.047199141512845e-09,0.723437979050361,Shadowing,1,0.7234380508463538,Normal,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 14:00:00+08:00,0.00045992869111866313,2.4126865316285037e-06,7.043841534630186e-08,3.446368763746772e-12,0.9995375881804881,Shadowing,1,0.9995400713088813,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 14:15:00+08:00,0.00017473347204581636,5.384560380649696e-06,5.531903874146123e-08,5.52642241931194e-14,0.9998198266484793,Shadowing,1,0.9998252665279542,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 14:30:00+08:00,0.0025046278458697425,1.233433013177526e-06,1.694732959515947e-07,1.254546690957267e-12,0.9974939692465666,Shadowing,1,0.9974953721541303,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 14:45:00+08:00,6.75280936625133e-06,8.616633453300505e-06,4.028066078212015e-09,5.4695912649318085e-17,0.9999846265291144,Shadowing,1,0.9999932471906338,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 15:00:00+08:00,1.503077336105743e-07,2.1622488136527526e-06,3.282862011254963e-11,2.8102884367880145e-20,0.9999976874106242,Shadowing,1,0.9999998496922664,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 15:15:00+08:00,6.462917097577469e-07,5.245589779883525e-06,2.0031855010899303e-10,1.3733857510592591e-18,0.9999941079181918,Shadowing,1,0.9999993537082903,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 15:30:00+08:00,3.2351382990124915e-06,8.40668376076819e-06,1.8984816392266772e-09,8.384674828782312e-18,0.9999883562794585,Shadowing,1,0.999996764861701,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 15:45:00+08:00,0.0006424329504335434,2.174417080168153e-06,8.427704040067739e-08,3.0872264238407697e-12,0.9993553083523586,Shadowing,1,0.9993575670495665,Shadowing,Shadowing,Shadowing,Shadowing,Shadowing
2023-02-04 16:00:00+08:00,0.44462577786529567,7.808023350521155e-09,2.021666109348137e-08,5.538478406748379e-09,0.5553741885715414,Shadowing,1,0.5553742221347043,Normal,Shadowing,Normal,Shadowing,Shadowing
2023-02-04 16:15:00+08:00,0.8100556052208852,1.565303157014989e-10,5.271705564785911e-09,2.0476652859713994e-08,0.189944368874226,Normal,0,0.18994439477911484,Normal,Normal,Normal,Normal,Shadowing
2023-02-04 16:30:00+08:00,0.851765798677795,1.7985620768264983e-10,3.7133805655566836e-09,2.1882559953515103e-08,0.14823417554640828,Normal,0,0.148234201322205,Normal,Normal,Normal,Normal,Normal
2023-02-04 16:45:00+08:00,0.7493825473892584,1.575400810336229e-09,5.848116768525191e-09,2.3639801962647308e-08,0.25061742154742217,Normal,0,0.25061745261074164,Normal,Normal,Normal,Normal,Normal
2023-02-04 17:00:00+08:00,0.8355832538824902,5.836209304929596e-10,3.5123970381662147e-09,2.677406168182045e-08,0.16441671524742993,Normal,0,0.16441674611750978,Normal,Normal,Normal,Normal,Normal
2023-02-04 17:15:00+08:00,0.8494217406017637,2.774660303845535e-10,2.223951657756516e-09,4.69950202996186e-08,0.15057820990179843,Normal,0,0.15057825939823632,Normal,Normal,Normal,Normal,Normal
2023-02-04 17:30:00+08:00,0.9836219400131428,1.9253782769680885e-11,3.977814305646948e-10,6.523543237840227e-08,0.01637799433438965,Normal,0,0.016378059986857152,Normal,Normal,Normal,Normal,Normal
2023-02-05 07:45:00+08:00,0.9986727543280886,4.251836493903885e-12,1.256627826936729e-10,1.8860891178187635e-08,0.0013272266811055423,Normal,0,0.0013272456719114478,Normal,Normal,Normal,Normal,Normal
2023-02-05 08:00:00+08:00,0.9976617501075369,7.100094025492335e-12,1.8280046717695458e-10,2.6289786412855433e-08,0.002338223412776252,Normal,0,0.002338249892463118,Normal,Normal,Normal,Normal,Normal
2023-02-05 08:15:00+08:00,0.8812470107848123,3.393968594971461e-10,1.5344705656748192e-09,8.928993023252183e-08,0.11875289805139014,Normal,0,0.11875298921518773,Normal,Normal,Normal,Normal,Normal
2023-02-05 08:30:00+08:00,0.9677992430611706,2.3976145707685922e-11,4.826969989752613e-10,8.566438803071157e-08,0.032200670767768204,Normal,0,0.0322007569388294,Normal,Normal,Normal,Normal,Normal
